user,tweet
प्रदीप कुमार हिमांशु,"Congratulations to @ArvindKejriwal sir for the victory in the Delhi Assembly Elections.
@AamAadmiParty @msisodia… https://t.co/pDaIg5KSOH"
Rohit Choudhary,"#Delhi - भीम आर्मी चीफ की कल प्रेस कॉफ्रेंस, एससी-एसटी आरक्षण को लेकर पीसी, कल 3 बजे चंद्रशेखर करेंगे पीसी।"
Amit kumar,"Delhi Polls:

1. AAP won &amp; BJP lost

2. Congress got 0 seats in two subsequent Delhi elections

3. NOTA (0.47%) got… https://t.co/sLbvsGCeV6"
Live Delhi,"Delhi has top-up #Kejriwal pack again. 

Hope @ArvindKejriwal delivers our share of 'blue sky'.

Congratulations to… https://t.co/nVGaCSe1GZ"
Jitender Kumar(AAP Badarpur),Congratulations to @AAPDelhi @AamAadmiParty Shri @ArvindKejriwal Ji for the victory in the Delhi Assembly Elections… https://t.co/XxAFXXjc2s
Prasenjeet Pati,"BJP for you ladies and gentlemen. I have always maintained, they get the best of clowns. 

#BJPied

https://t.co/4Qji53umd2"
MR. KHAN 🍁,"#Delhi me vote katwa sabit hui #Congress, AAP 2 seat or jeet shakti thi par Congress ki wajha se #BJP 2 Seat jeeti,… https://t.co/t7unqsU1CG"
MANOJ Kr.SARAF,@ProfVarshney @MehrTarar Maharashtra was a clear betrayal of people's verdict.Shiv Sena has already started paying… https://t.co/QHWzS9wQtE
GULSHAN,AAP wins Delhi Elections - 6 reasons why BJP's campaign backfired | Akas... https://t.co/vFHGng8mSf via @YouTube
Vinod Kumar Berwa,"@ArvindKejriwal Congratulations Sir , sir ab b centre me government BJP ki h but har baar yahi hota h ki aap MCD/DP… https://t.co/Mab0qhrfT2"
Free Press Journal,"Delhi Elections 2020 results:@AamAadmiParty wins all 12 seats reserved for SC candidates  
#DelhiElectionResults… https://t.co/fyonumAuzm"
🇮🇳Kishor K Mishra🇮🇳,"Guys, Delhi is over. Shift your attention to Bihar. Some other kind of Shaheen Bag waiting for you. Have guts to combat."
Aditya Mandal,@D3vanshbhardwj The big thing is plugging in the loopholes 4 revenue losses &amp; making Delhi only state with revenue… https://t.co/AImsgSQkc3
moneycontrol,The BJP leader went on to say that since his party's members and workers chant ‘Jai Shree Ram’ abundantly and unaba… https://t.co/wRedpC1JLu
Intolerant-Vendetta,"@Konkani_babu @logicalvoter @ShivAroor Correction, they will only get peanuts.. 
Mark this... Blue line will come back in Delhi"
PenNews,"E-VEHICLES: A PANACEA FOR POLLUTION?
#ElectricVehicles #pollution #Delhi #vehicularemissions #AutoExpo2020… https://t.co/Qg9HTHT2OV"
Vikram Hans,"Now we know how &amp; why Hindustan became a Slave Nation, under Foreign Invaders,for a Thousand years: 40% of Delhi vo… https://t.co/avj5HmSXJ6"
Explorer🇮🕉🔯🚩🇮🇳,@PTI_News Idiots. Coming from a party who ruled Delhi state for ages.
KULKARNI,₹2250/house approx wt few lac households-means Delhi economy gets devastated. It’s ruination of Delhi in hands of T… https://t.co/Yt8JgCMg1e
Zubin Vakil,@KapilMishra_IND It is not India versus Pakistan In simple English BJP got thrashed in Delhi elections Lesson in li… https://t.co/EapUGJDqbs
अक्कु⁷🤗💜ॐ / Hiatus,"@shrinidhirao783 Nice to meet you!! 💜
I'm Akanksha from Delhi. 94 liner. I'm 25yo and I'm a Research scholar 😊
You… https://t.co/9DRBp2JJHU"
❣️ iRAM_hUSsAiN❣️,"These lyrics suits our #StarBoyAsim perfectly

Delhi ka launda
Mumbai ka shaana
Rap karna sikhra toh sun Mera gaana… https://t.co/xOU09MJsXW"
Deepak,"@Sanginamby In a different party, she and her friends decided to migrate out of Delhi if AAP wins.. Not sure at wha… https://t.co/b2v2U78alI"
Pankaj Khandelwal,"Agar Delhi walo ne  kaam pr vote diya hai to accha hai... 
Aur agar freebies pr vote diya hai to Delhi royega...

#DelhiPolls2020"
Varun Srivastava,"@ArvindKejriwal 
Congratulations for winning the delhi elections.
First time voters give vote on work not on politi… https://t.co/8bSVWZfPhv"
Ashish Kumar,After Delhi election result i m very surprised that they are attracted towards the free supplies only and does not… https://t.co/vDVwXgW8DY
Love India,Congratulations @ArvindKejriwal ji Delhi people gave you another 5 years to make more good to capital of the India.… https://t.co/jfoQdlpDEP
Madhusudan Chokhra🕉,People of Delhi has set an example by decimating Congress to ZERO. And P. Chidambram wants that to happen in every… https://t.co/Q1bNZlD3Ey
dilliup,@BJP4India @PiyushGoyal Then connect Greater Noida- Faridabad (only 4 km) across hindon river by road bridge and me… https://t.co/VPBHPIwAbf
Hitesh jorwal,If @INCIndia wants to come to Delhi then Alka will have to take charge of @INCDelhi . Because they have that abilit… https://t.co/ZU65h3Q8tR
ThePrint,"AAP’s gamble on Congress defectors pays off, 5 out of 6 win #DelhiElections

Angana Chakrabarti @AnganaCk reports… https://t.co/A5KsNHZtAy"
Times of India,"Congress leader alleges delayed decision making, lack of unity for party's drubbing in Delhi polls… https://t.co/dNzsBCzLZj"
Narayana Swamy Kalathur,Congratulations to AAP and Shri @ArvindKejriwal Ji for the victory in the Delhi Assembly Elections. Wishing them th… https://t.co/97azsdjrvW
vishal,@BeingSatan13 @devaiahPB @deathbypun But again credit for them goes to Hitesh and his team as well for executing th… https://t.co/BUZvnuSHak
cbliberty2 unusal american,@SirajUrRahmanM I don’t seek hate and one does not have to agree with RSS or modi but the courts cleared him and he… https://t.co/kmgOF7ywIV
ABP News,"राहुल-प्रियंका की रैलियां भी नहीं बचा पाई दिल्ली में कांग्रेस के उम्मीदवारों को, 95 फीसदी सीटों पर जमानत जब्त

(रि… https://t.co/esydeyemTy"
Shaik 🇮🇳,"@Pun_Starr Desh ke Gaddaro ko 
Delhi walo ne karara jawab diya hai

Ab pata chala 
Gaddar kon the
Aur 
Delhi walo ne kise mara 😁😁"
adilsphotography,@ArvindKejriwal congratulations we need people like you to lead this new Generation Mubarak ho #DelhiResults #AamAadmiParty #Delhi
TV9 भारतवर्ष,देशभक्ति का मतलब काम करने वाली सरकार : मनीष सिसोदिया #DelhiResults  https://t.co/eJeoKQaEog
Khyal🤔,Misleading reports claim Shaheen Bagh empty post AAP win in Delhi election https://t.co/0U2hazv51N via @AltNews
श्रीकांत 🤓,"@Dr_Uditraj हाँथ से #delhi गया । अब बिहार का बारी है।
लगे रहो , अपना डॉक्टरी का उपाधि बचाओ।
@AzadSenaChief… https://t.co/e4fAH4Q2IJ"
Javed Hussain,Delhi Mange phir se Kejriwal Congratulations Sir Aapne bataa diya kaam bolta hai  #DelhiResults
सिंधु,@KyaUkhaadLega @BJP4India Free ke dalaal Delhi wale..
pankaj thakur🇮🇳🎭,"@AjitKDoval_FAN Sir, increase isliye hua kyunki itni chotti party ke virudh bjp ne saare india ke cm, mp's, workers… https://t.co/wtbMRbtRRb"
Ramesh Kumar,"@AamAadmiParty @ArvindKejriwal @msisodia BJP's spreading of lies , have gone against themselves , BJP s flaunted  h… https://t.co/k5AVEAjPYF"
Shailesh Joshi,"@IamMohdKasim @SupremeCourtFan We are watching.
Justice delayed is justice denied.
BJP and AAP could not move the p… https://t.co/2LXl2E1Sxw"
tarvi,#AAPSweep aap sweep means Delhi remains in the clutches of the chief vulture of Delhi and AAP vultures - this is a… https://t.co/xjcJbeX5k7
Ned Krishnamohan,@prempanicker @ShekharGupta Agree. It's just the extreme vigilance that prevented hanky panky. This is possible in… https://t.co/e1bsPqAK3U
Sunil S,https://t.co/c5P9HLdb0z
Abhishek,"@kunalkamra88 Conversation which i had with my ""BHAKT FRIEND* today
BHAKT: ""Tum delhi walo ko bs muftkhori ka pasan… https://t.co/pWFefupBh9"
Pisa Menia,"the funniest joke is that people are so bitter about ""freebies"" in Delhi. Don't you guys realise that it is the tax… https://t.co/fz95jEVhJe"
deepak kumar,I love you too @ArvindKejriwal sir....fantastic but just keep the feet on ground &amp; keep the good work going you hav… https://t.co/ZO09Q1sbjw
Nidhi Pandey,@vivekagnihotri But it’s time to resign. Delhi walon ko delhi wala he represent kare toh achcha hai not a celebrity.
Sangramjit,Thanks God. Honest people are still living in delhi. Congrats Arvinder kezariwal.
Bharatheeyam.,Forget Delhi verdict. How can it be faithfully implemented fairly  to all indian people irrespective of LS &amp; VS ele… https://t.co/IdBmh59xQZ
Sanjay G.Varu,@chetan_bhagat except Delhi &amp; Punjab does AAP has any presence anywhere ? you should fight next election on AAP ticket to know your value.
Vikram Raj Singh,Sir @ArvindKejriwal congratulations.  It's your smoothness in your work which has delivered a humungous victory in… https://t.co/cuFmsrjDIi
"Hedda Lettis, Turnip’s Chief of Staff",Trump and Melody will visit India soon. Evididently he’s popular there. But won’t he complain that people have dark… https://t.co/Ocw1XSjyU8
Govind Prasad,@MajorPoonia Sir delhi main bjp ki bhi galati rahi kejariwal ko target kiya local karykartao ko prachar main lagane… https://t.co/KHVNPcsINJ
aarushi agarwal,@ArvindKejriwal @ArvindKejriwal agar center ke sath mikar country ke sath ache se chaloge to hi taraki karoge verna… https://t.co/mWStv5zxXq
#Navin Das Janta Ka sewak,@mrmanojrai This election has proved that choices can't be derived out of emotions but true work done to make many… https://t.co/QUAbGojZ3B
Jitender Singha,Congratulations to our chief minister Mr. Arvind kejriwal ji to ur victory again in our Delhi 💐 @ArvindKejriwal… https://t.co/N6OYDQ9kv4
Dr D.,@saagar_anand @ChaitraSalian No no no u sanghi imbecile!! AAP won Delhi because of kaam but BJP won in UP because of EVM hacking!!
Kamal Rajbangshi,@AtishiAAP congratulations madam. Please give your best for Delhi. Your leader having strong educational background… https://t.co/Ifmdyihu5P
Moudgalya,"@TimesNow @warispathan @thenewshour Waris Pathan, how many seats did your party win in Delhi?"
Siddharth Sharma,There are three major parties in Delhi and the third one has been the most consistent one. https://t.co/ijifXob6q8
Prashant Kumar Agar,@ArvindKejriwal 5 saal me Delhi  Venezuela ban jayegha
Satyakam,"Heartiest congratulations to Mr Kejriwal ji on his victory.
It's our humble request to you for some real developmen… https://t.co/pqVjFtblR1"
vishwas,@Amritapandeyy delhi k he bc 🤣🤣🤣
Naeem Fahed,आज भारत जीत गया#delhi election 2020
VINAY. KUMAR DELHI,"@sudhirchaudhary @ZeeNews excellent analysis of Delhi Elections- congratulations- Mr. Defeat is usually an orphan ,… https://t.co/zqMmCB5YZk"
RX100walaBatman,"Delhi  is a place where I have stayed the longest in after Meerut, it feels like a triumph. Amazing place, amazing… https://t.co/JIA8r5bDXh"
piyush kumar,"When the lot's of @aap lovers are graduating the people of delhi and volunteers, as same time they also have to tha… https://t.co/n8SCnQMdS5"
Alphonse Amalanathan,@IndiaToday #DelhiResults Delhi Module will work anywhere &amp; everywhere. The government's are elected to deliver bef… https://t.co/yTVt0Lxzae
Arunudoy ভট্টাচার্য,"What best than all parties begging Hindu votes &amp; becoming Hindu like Arvind.

I agree to this 👇

""Sangh sarkaryavah… https://t.co/rXLkJerKzA"
Subrata Das,Delhi proves tripura's future victory in 2023 : 50:08:02 = 60
CONCERNED,"Congratulations @ArvindKejriwal  sir for the historic win of #AamAadmiParty 
Hope Delhi and the Nation ofcourse get… https://t.co/u6wNJL7ENk"
Preeti Rani,Dormant #bjpdelhi never remain prepared for election its central pressure which made them to go for door to door ca… https://t.co/cJbmS5pgFU
R Choudhary,Okay! But why you people were nervous on result day of Loksabha General Election? LS GE was bigger than Delhi Assem… https://t.co/2oZ2JuvLhV
Aditya Choudhary,Arvind kejiwaal ko jit ka bahut bahut badhai..ummid krta hu Delhi ke Vikash ke liye eshi trah kaam jaari rakhenge 🙏 https://t.co/od4hor8WUj
Gandhian,@AamAadmiParty @ArvindKejriwal @msisodia 2 anmol ratan of delhi😍
Sumit Kashyap,"Number of Congress leaders in Delhi who have resigned so far...

ZERO.

No one in responsible. No one has any shame… https://t.co/fxgCypyjTp"
bhaarat,"@ShilpiSinghINC Mataji ...
Aapne kitni seats jiti ...
Pichhle election me kya record tha ..
Delhi election me kitne… https://t.co/SdVrYuMHQs"
Shashi Kumar,@royally_fiery @0801Himani They were United n we divided ..this is not first time. Will never be united ..Delhi wal… https://t.co/6S51orCEKL
Pushpendra Sarswat,@i_nivethathomas Love from @delhi
Manish Bariya,@PKTanwar20 @narendramodi @ArvindKejriwal Bhai Yehi Delhi ne lokshabh mai 7-0 di thi. Dil Chhota mat Karo haar jit lagi rahti hai.
आशीष ஆஷிஷ் Ashish,"This proves that Magsaysay Award was just a CIA plot to infiltrate Delhi.

Inquilab Zindabaad! https://t.co/L4J4GwHqvt"
Harshit desai,"They vote differently in different election. They voted Kejriwal twice with brut majority, they voted for modi 7/0… https://t.co/Gvc1TS2qyV"
Sunny2910,@RMCpost @AmitShah @narendramodi Did hope that Amit Shah would go hard on these leftists and anti nationals in camp… https://t.co/p65d2z6KeG
shararti sano khan,"लगता है दिल्ली मे
मुफ्त पानी+बिजली के चक्कर मे कुछ 'अंधभक्तो' ने भी 'झाडु' पे बटन दबा दिया है, पर पुछना मत उनसे वर… https://t.co/4lAran5F7a"
Sanjay,"This overt soft-Hindutva is a new fifth element in the Kejriwal victory formula – good governance, subsidies for th… https://t.co/TGR6mb3ujL"
Manya,Modi ji congratulations...#delhi mein Vikas hua hai
Moutasim Billah,"Protest continue's against Delhi police brutality. 
#AMU students chanting #la_ilaha_illallah.in solidarity with Ja… https://t.co/eetVeyoTZM"
Vishwas chauhan,"In view of the vote percentage of the Congress in the Delhi Assembly elections, the Election Commissioner has recom… https://t.co/f5PulikX4A"
Niraj,@Amritapandeyy Delhi....
Srihari Mukhi,"@sudhirchaudhary Sir, Kejriwal play the game conf.with muslims. He knows Hindus are divided in three parts, so he u… https://t.co/tTteN4GLfP"
Puneet Bansal,@Ankita_Shah8 @hallagullaboy People of Delhi
Himanshu Jain,@muglikar_ Its the story of every road in Delhi
விவேக்,"@PrakashJavdekar @ArvindKejriwal @BJP4India Terrorist In Delhi Sweeps Bjp.

The AAP Permanent CM @ArvindhKejriwal a… https://t.co/5KaUWkamQC"
RITESH GUPTA,"@ArvindKejriwal many many congratulation to sir kejriwal,we love you sir for your honesty and work, and we believe… https://t.co/bdN6Yl3vTh"
Sanjay Grover,@timesofindia BJP gained a lot in Delhi - 180% more seats. Wow👏👏👏
ZEE २४ तास,"अरविंद केजरीवाल कधी घेणार मुख्यमंत्री पदाची तिसऱ्यांदा शपथ?
#BJP  @AamAadmiParty
 #ArvindKejriwal @ArvindKejriwal… https://t.co/Lg874qLEmN"
Ajay Doshi,@cute_thakurain Delhi
Mayank Jaiswal,@ArvindKejriwal  @AamAadmiParty  @ManishSisodiaFC  Congratulations on your Delhi Assembly Elections Win. Hope you m… https://t.co/KNPITRJNr9
Farhan Ali,@sudhirchaudhary Maine kal apka show dekha badi taklif me lg rahe the aap live tv tha is liye gaali nai de paaye ba… https://t.co/l1P6MgFcJe
ibrahim khan,Congrats @ArvindKejriwal ji. Great victory for the people of Delhi
Likith Maddi,@sreekar08 https://t.co/bRGfyEtZEm
inkPoint Media📰,"Delhi Elections : All five Muslim candidates of AAP won, full list of winners https://t.co/kXZyqGvULN
📢@BegKhans | 📰@MuslimMirror"
